titulo,ubicacion,precio_valor,precio_moneda,dorms,banos,baños,superficie_m2,imagen_url,fuente,url
Oficina Y/o Consultorio A 50 Mts De Arocena,"Carlos Federico Saez 6421, 11500 Montevideo, Departamento De Montevideo, Uruguay, Carrasco, Montevideo",25000,$,N/A,2,2,15,https://http2.mlstatic.com/D_NQ_NP_2X_957032-MLU80704808576_112024-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-907439404-oficina-yo-consultorio-a-50-mts-de-arocena-_JM
"A Estrenar Un Chiche!!! Luminoso Y Alegre Apto Un Dormit, Cocina Integrada Amplia Terraza Soleada Y Box. La Blanqueada Cerca De Mutualistas Centros Educativos Y Estadios. Posibilidad De Alquilar Gge.","Dr. Federico Susviela Guarch 2965, Montevideo, La Blanqueada, Montevideo",27000,$,1,1,1,50,https://http2.mlstatic.com/D_NQ_NP_2X_871726-MLU83864559188_042025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653527459-a-estrenar-un-chiche-luminoso-y-alegre-apto-un-dormit-cocina-integrada-amplia-terraza-soleada-y-box-la-blanqueada-cerca-de-mutualistas-centros-educativos-y-estadios-posibilidad-de-alquilar-gge-_JM
Apartamento En Alquiler  Palermo / Parque Rodo 1 Dormitorio,"Montevideo, Palermo",22000,$,1,N/A,N/A,40,https://http2.mlstatic.com/D_NQ_NP_2X_652769-MLU93822949607_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-936583440-apartamento-en-alquiler-palermo-parque-rodo-1-dormitorio-_JM
"Casa Tres Dormitorios , Garaje, Parrillero Techado Y Jardín Solymar Norte, Km 25 (montes Solymar","Amancay 118, 15100 Marindia, Departamento De Canelones, Uruguay, Marindia, Canelones",27000,$,3,1,1,140,https://http2.mlstatic.com/D_NQ_NP_2X_845510-MLU96510528842_112025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-653559591-casa-tres-dormitorios-garaje-parrillero-techado-y-jardin-solymar-norte-km-25-montes-solymar-_JM
Alquiler Apartamento 2 Dormitorios,"Democracia 2376, Montevideo, Aguada, Montevideo",20000,$,2,1,1,70,https://http2.mlstatic.com/D_NQ_NP_2X_685325-MLU94449915950_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-889277362-alquiler-apartamento-2-dormitorios-_JM
Alquiler Apartamento De 1 Dormitorio En Palermo $25.000,"Maldonado 1460, Montevideo, Palermo, Montevideo",25000,$,1,1,1,32,https://http2.mlstatic.com/D_NQ_NP_2X_765073-MLU94696677579_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653520213-alquiler-apartamento-de-1-dormitorio-en-palermo-25000-_JM
"Apto 2dorm 1 Baño Y Cochera , Rodo Y Jackson","José Enrique Rodó 1800 - 2100, Montevideo, Cordón, Montevideo",29500,$,2,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_676232-MLU96187412280_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-910074086-apto-2dorm-1-bano-y-cochera-rodo-y-jackson-_JM
Apartamento Muy Luminoso Y Tranquilo.,"Av. Gonzalo Ramírez 2157, Montevideo, Parque Rodó, Montevideo",30900,$,1,1,1,68,https://http2.mlstatic.com/D_NQ_NP_2X_835501-MLU95746871734_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-902970606-apartamento-muy-luminoso-y-tranquilo-_JM
Con Vista Al Parque Baroffio A Mts De La Rambla,"Pilcomayo, Montevideo, Malvin, Montevideo",26500,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_604325-MLU96077404193_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-912854774-con-vista-al-parque-baroffio-a-mts-de-la-rambla-_JM
Hermosa Habitación En Alquiler En Ciudad Vieja,"Montevideo, Ciudad Vieja",15000,$,N/A,1,1,60,https://http2.mlstatic.com/D_NQ_NP_2X_674227-MLU94465141117_102025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-889270240-hermosa-habitacion-en-alquiler-en-ciudad-vieja-_JM
Gran Local En Alquiler Próximo A Pando,"Pando, Canelones",1950,US$,N/A,2,2,914,https://http2.mlstatic.com/D_NQ_NP_2X_735845-MLU92682720108_092025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-874363380-gran-local-en-alquiler-proximo-a-pando-_JM
Habitaciones Impecables Individuales,"Cuareim  1574, Centro, Montevideo",11200,$,N/A,4,4,300,https://http2.mlstatic.com/D_NQ_NP_2X_673977-MLU80219858632_112024-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-903061040-habitaciones-impecables-individuales-_JM
"Apartamento En Aidy Grill, A Cinco Cuadras De La Mansa Y Brava.","Ave Italia 4, 20100 Punta Del Este, Departamento De Maldonado, Uruguay, Aidy Grill, Punta Del Este, Maldonado",130,US$,2,2,2,70,https://http2.mlstatic.com/D_NQ_NP_2X_915062-MLU96555729992_112025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-935813264-apartamento-en-aidy-grill-a-cinco-cuadras-de-la-mansa-y-brava-_JM
Plaza Entrevero Dueña Edificio Diri,"Diri Building, Av. 18 De Julio 1044, Montevideo, Centro, Montevideo",23000,$,2,1,1,51,https://http2.mlstatic.com/D_NQ_NP_2X_977605-MLU96424231783_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653773241-plaza-entrevero-duena-edificio-diri-_JM
Alquiler A Estrenar En Cordón,"Canelones 1868, Montevideo, Cordón, Montevideo",28000,$,1,1,1,53,https://http2.mlstatic.com/D_NQ_NP_2X_779991-MLU94956577921_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-898357006-alquiler-a-estrenar-en-cordon-_JM
Muy Lindo Y Amplio Monoambiente Al Frente. Sin Gastos Comunes!!,"Ciudadela 1469, Montevideo, Ciudad Vieja, Montevideo",18500,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_791130-MLU97244681045_112025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907541714-muy-lindo-y-amplio-monoambiente-al-frente-sin-gastos-comunes-_JM
Apartamento De Dos Dormitorios Con Patio Excelente Estado,"Emilio Raña 3124, Montevideo, Larrañaga, Montevideo",24000,$,2,1,1,50,https://http2.mlstatic.com/D_NQ_NP_2X_854400-MLU94537021624_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653522791-apartamento-de-dos-dormitorios-con-patio-excelente-estado-_JM
"Gran Oportunidad Para Depósito De Mercadería O Uso Diverso Próximo A Gran Zona Comercial. Cuenta Con 4 Hambientes Que Pueden Ser Usados Para Oficinas, 3 Baños Y Un Vestuario. Gran Ambiente Y Entrpiso","Inca 1994, Montevideo, Jacinto Vera, Montevideo",95000,$,N/A,3,3,550,https://http2.mlstatic.com/D_NQ_NP_2X_766408-MLU94481083559_102025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-653528325-gran-oportunidad-para-deposito-de-mercaderia-o-uso-diverso-proximo-a-gran-zona-comercial-cuenta-con-4-hambientes-que-pueden-ser-usados-para-oficinas-3-banos-y-un-vestuario-gran-ambiente-y-entrpiso-_JM
Como Se Ve En Fotos Con Todas Las Comodidades Máximo 5 Personas,"Gral. Rondeau 740, 20200 Piriápolis, Departamento De Maldonado, Uruguay, Piriápolis, Maldonado",2600,$,1,1,1,65,https://http2.mlstatic.com/D_NQ_NP_2X_866658-MLU93498500720_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653528451-como-se-ve-en-fotos-con-todas-las-comodidades-maximo-5-personas-_JM
Alquilo Hermoso Apartamento En Tres Cruces 3 Dorm 2 Baños,"Pdte. Berro, Montevideo, Tres Cruces, Montevideo",34900,$,3,2,2,70,https://http2.mlstatic.com/D_NQ_NP_2X_616915-MLU93941029996_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653577723-alquilo-hermoso-apartamento-en-tres-cruces-3-dorm-2-banos-_JM
Adm. Macek Apto.  2 Dorm. Planta Baja,"Benito Riquet 1132, Montevideo, La Teja, Montevideo",15900,$,2,1,1,38,https://http2.mlstatic.com/D_NQ_NP_2X_650818-MLU82104228959_012025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-889087108-adm-macek-apto-2-dorm-planta-baja-_JM
Casa En Alquiler Con Garage 2 Dormitorios Y Terraza Con Parrillero,"Odense, Montevideo, Villa Española, Montevideo",21000,$,2,1,1,60,https://http2.mlstatic.com/D_NQ_NP_2X_778404-MLU96713672981_102025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-653532201-casa-en-alquiler-con-garage-2-dormitorios-y-terraza-con-parrillero-_JM
Apto Un Dormitorio Planta Baja Con Estufa A Leña,"Comercio 2214, Montevideo, Unión, Montevideo",15000,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_668678-MLU95232508065_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-898591056-apto-un-dormitorio-planta-baja-con-estufa-a-lena-_JM
Alquiler Local Comercial En 18 De  Jullio,"4R2H+3H6, Av. 18 De Julio 2045, 11200 Montevideo, Departamento De Montevideo, Uruguay, Cordón, Montevideo",14000,$,N/A,1,1,22,https://http2.mlstatic.com/D_NQ_NP_2X_722987-MLU92438088027_092025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-898368460-alquiler-local-comercial-en-18-de-jullio-_JM
Residencia Estudiantil Constituyente Y Tacuarembo,"Constituyente 1572, Cordón, Montevideo",6700,$,N/A,N/A,N/A,300,https://http2.mlstatic.com/D_NQ_NP_2X_746405-MLU20860548282_082016-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-898577492-residencia-estudiantil-constituyente-y-tacuarembo-_JM
Hogar Casa Habitacion Estudiantil En Paysandu,"Doctor Felipone 11111, Paysandú",8400,$,3,2,2,N/A,https://http2.mlstatic.com/D_NQ_NP_2X_731225-MLU25406342587_032017-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-902929860-hogar-casa-habitacion-estudiantil-en-paysandu-_JM
Residencia Estudiantil,"Paysandú 1722, Montevideo, Cordón, Montevideo",9500,$,N/A,3,3,100,https://http2.mlstatic.com/D_NQ_NP_2X_836718-MLU82937770376_032025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-903125890-residencia-estudiantil-_JM
"Cochera En Alquiler Fija Cordón, Próximo Msp","Juan Antonio Rodriguez 1441, Cordón, Montevideo",3900,$,N/A,N/A,N/A,10,https://http2.mlstatic.com/D_NQ_NP_2X_662084-MLU94477307953_102025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-889050054-cochera-en-alquiler-fija-cordon-proximo-msp-_JM
Habitaciones Femeninas Individuales Amobladas Apartamento Privado Centro Montevideo,"Av. Uruguay 1359, Montevideo, Centro, Montevideo",13000,$,N/A,2,2,200,https://http2.mlstatic.com/D_NQ_NP_2X_649624-MLU91538980185_092025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-914707716-habitaciones-femeninas-individuales-amobladas-apartamento-privado-centro-montevideo-_JM
Apartamento En Punta Del Este,"Mansa, Playa Mansa, Punta Del Este, Maldonado",650,US$,1,1,1,38,https://http2.mlstatic.com/D_NQ_NP_2X_923182-MLU94797743466_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-898318056-apartamento-en-punta-del-este-_JM
Alquiler Apartamento Torres Nuevo Centro Dos Dormitorios Shopping Nuevo Posibilidad Amueblado Centro,"Av. Luis Alberto De Herrera Esquina, 11600 Montevideo, Departamento De Montevideo, Uruguay, Jacinto Vera, Montevideo",35000,$,2,1,1,60,https://http2.mlstatic.com/D_NQ_NP_2X_966727-MLU91654815572_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-898355164-alquiler-apartamento-torres-nuevo-centro-dos-dormitorios-shopping-nuevo-posibilidad-amueblado-centro-_JM
"Alquiler Habitaciones Individuales, Parejas, 2 Personas Y 3 Personas, Hombres Y Mujeres Nuevas, Centro , Cordon, Facultad Derecho, Abogacia, Psicologia, Trabajadores ,estudiantes","Mercedes & Magallanes, Montevideo Departamento De Montevideo, Uruguay, Centro, Montevideo",11500,$,N/A,1,1,8,https://http2.mlstatic.com/D_NQ_NP_2X_666009-MLU76373139798_052024-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-922338876-alquiler-habitaciones-individuales-parejas-2-personas-y-3-personas-hombres-y-mujeres-nuevas-centro-cordon-facultad-derecho-abogacia-psicologia-trabajadores-estudiantes-_JM
Apto 1 Dorm. Muy Buen Estado C/ Luz Natural En Todos Los Ambientes,"Dr José Luis Bado 3171, Montevideo, Villa Dolores, Montevideo",19900,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_926792-MLU94350046882_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653546355-apto-1-dorm-muy-buen-estado-c-luz-natural-en-todos-los-ambientes-_JM
Residencia Estudiantil Mixta !!! Fernández Crespo Y Uruguay,"AVDA.FERNANDEZ CRESPO 1713 1713, Cordón, Montevideo",7400,$,N/A,N/A,N/A,600,https://http2.mlstatic.com/D_NQ_NP_2X_18980-MLU20164186371_092014-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-898343580-residencia-estudiantil-mixta-fernandez-crespo-y-uruguay-_JM
"Lezica  , Villa Colón !!!! Excelente Oportunidad. Gran Local","AVENIDA LEZICA  0000, Lezica, Montevideo",35000,$,N/A,1,1,80,https://http2.mlstatic.com/D_NQ_NP_2X_863191-MLU90309149579_082025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-909872968-lezica-villa-colon-excelente-oportunidad-gran-local-_JM
Apartamento En Zona Premium: A Pasos Del Golf Y Punta Carretas Shopping - Dueño Directo - Sin Comision Inmobiliaria (ahorre 3% Más Iva).,"Bv. Gral. Artigas 529, Montevideo, Punta Carretas, Montevideo",34500,$,1,1,1,50,https://http2.mlstatic.com/D_NQ_NP_2X_627277-MLU96429493637_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653786545-apartamento-en-zona-premium-a-pasos-del-golf-y-punta-carretas-shopping-dueno-directo-sin-comision-inmobiliaria-ahorre-3-mas-iva-_JM
Alquiler Apartamento Un Dormitorio. Cordon/tres Cruces Lift Eme,"C. Ana Monterroso De Lavalleja 2190, Montevideo, Cordón, Montevideo",26000,$,1,1,1,42,https://http2.mlstatic.com/D_NQ_NP_2X_832162-MLU92135107011_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-896091820-alquiler-apartamento-un-dormitorio-cordontres-cruces-lift-eme-_JM
Dueño Alquila Amplio Monoambiente En Punta Carretas,"Obligado 860, Montevideo, Punta Carretas, Montevideo",26000,$,1,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_808330-MLU85755542817_062025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653552001-dueno-alquila-amplio-monoambiente-en-punta-carretas-_JM
"Habitación Premium En Pocitos, Cama Doble, Tv En Apartamento Moderno","Bv. España 2821, 11300 Montevideo, Departamento De Montevideo, Uruguay, Pocitos, Montevideo",22000,$,N/A,2,2,22,https://http2.mlstatic.com/D_NQ_NP_2X_649618-MLU94813734992_102025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-903007926-habitacion-premium-en-pocitos-cama-doble-tv-en-apartamento-moderno-_JM
Apartamento Dos Dormitorios En Cordón,"Avenida 18 De Julio 2102, Dr. Joaquín Requena Esq, 11200 Montevideo, Departamento De Montevideo, Uruguay, Cordón, Montevideo",31000,$,2,1,1,80,https://http2.mlstatic.com/D_NQ_NP_2X_610691-MLU94772561188_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-898460662-apartamento-dos-dormitorios-en-cordon-_JM
"Alquilo Casa En Colonia, Dos Dormitorios, Cercada, Parrillero, Aire Acondicionado Y Lugar Para El Auto","Bulevar San Benito 508, 70000 Col. Del Sacramento, Departamento De Colonia, Uruguay, Colonia Del Sacramento, Colonia",17900,$,2,1,1,45,https://http2.mlstatic.com/D_NQ_NP_2X_914555-MLU96959898115_112025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-935759712-alquilo-casa-en-colonia-dos-dormitorios-cercada-parrillero-aire-acondicionado-y-lugar-para-el-auto-_JM
Local Con Baño En 21 De Setiembre Y Sarmiento  Ideal Oficin,"21 De Seriembre 2522, Pocitos, Montevideo",26500,$,N/A,1,1,25,https://http2.mlstatic.com/D_NQ_NP_2X_872222-MLU91737995526_092025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-653567379-local-con-bano-en-21-de-setiembre-y-sarmiento-ideal-oficin-_JM
Monoambiente En Alquiler Tres Cruces // Cordón,"Montevideo, Tres Cruces",17800,$,1,1,1,28,https://http2.mlstatic.com/D_NQ_NP_2X_766639-MLU94238386062_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-653545227-monoambiente-en-alquiler-tres-cruces-cordon-_JM
¡¡muy Luminoso- Galicia Y Minas- Sin Gastos Comunes!!,"Galicia 1528, Montevideo, Cordón, Montevideo",20000,$,2,1,1,44,https://http2.mlstatic.com/D_NQ_NP_2X_612434-MLU95703373429_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907436098-muy-luminoso-galicia-y-minas-sin-gastos-comunes-_JM
Se Alquila Monoambiente En Paso Molino.............a Una Cuadra Y Media De Agraciada Y A Tres Cuadras Del Prado......... Zona Muy Tranquila.........sin Gastos Comunes.......... Se Aceptan Mascotas,"Sta. Lucía 4132, Montevideo, Paso Molino, Montevideo",13000,$,1,1,1,24,https://http2.mlstatic.com/D_NQ_NP_2X_985361-MLU96056925937_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-912996166-se-alquila-monoambiente-en-paso-molinoa-una-cuadra-y-media-de-agraciada-y-a-tres-cuadras-del-prado-zona-muy-tranquilasin-gastos-comunes-se-aceptan-mascotas-_JM
Pieza Con Muebles Individual,"José Serrato 2789, Unión, Montevideo",10500,$,N/A,3,3,400,https://http2.mlstatic.com/D_NQ_NP_2X_620104-MLU25891428548_082017-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-915912070-pieza-con-muebles-individual-_JM
"Alquilo Chacra 5,6 H Con Acceso Directo A Ruta 39 Zona Marelli","Mariano Soler 993, Canteras De Marelli, Maldonado",1200,US$,N/A,N/A,N/A,N/A,https://http2.mlstatic.com/D_NQ_NP_2X_845791-MLU69737019443_052023-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-653522497-alquilo-chacra-56-h-con-acceso-directo-a-ruta-39-zona-marelli-_JM
Alquilo Habitación   $ 9.000,"ARENAL GRANDE Y RODÓ  1336, Cordón, Montevideo",10000,$,N/A,4,4,300,https://http2.mlstatic.com/D_NQ_NP_2X_627581-MLU47194043296_082021-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-898408370-alquilo-habitacion-9000-_JM
"De Altos, 6 Habitaciones, 2 Baños, Terraza Trasera Y Altillo. Ideal Para Comercio Y Vivienda Muy Buen Punto Comercial En El Centro De Paso Molino","4QRJ+MRH, Av. Agraciada 4111, Montevideo, Paso Molino, Montevideo",38000,$,6,2,2,150,https://http2.mlstatic.com/D_NQ_NP_2X_613382-MLU94674080513_102025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-653519771-de-altos-6-habitaciones-2-banos-terraza-trasera-y-altillo-ideal-para-comercio-y-vivienda-muy-buen-punto-comercial-en-el-centro-de-paso-molino-_JM
Excelente Monoambiente Con Cocina Y Baño Separado Frente A Rambla Baltasar Brum,"Hermanos Gil 815, Montevideo, Capurro, Montevideo",14500,$,1,1,1,35,https://http2.mlstatic.com/D_NQ_NP_2X_823321-MLU83502407089_042025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-903124876-excelente-monoambiente-con-cocina-y-bano-separado-frente-a-rambla-baltasar-brum-_JM
25 De Mayo Esq. Juncal,"25 De Mayo 695, Montevideo, Centro, Montevideo",14800,$,1,1,1,35,https://http2.mlstatic.com/D_NQ_NP_2X_609619-MLU93304051106_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-889083294-25-de-mayo-esq-juncal-_JM
Alquilo Garaje En Parque Rodó!! Motos,"Av. Gonzalo Ramírez & Eduardo Acevedo, Montevideo Departamento De Montevideo, Uruguay, Parque Rodó, Montevideo",2800,$,N/A,N/A,N/A,10,https://http2.mlstatic.com/D_NQ_NP_2X_830996-MLU49938345650_052022-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-889068530-alquilo-garaje-en-parque-rodo-motos-_JM
Apto Al Frente,"Larravide 3030, 12000 Montevideo, Departamento De Montevideo, Uruguay, Unión, Montevideo",11900,$,1,1,1,50,https://http2.mlstatic.com/D_NQ_NP_2X_930435-MLU85767048105_062025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-898499336-apto-al-frente-_JM
Cuarto Individual Con Baño Privado,"Dr. Pablo De María, Montevideo, Cordón, Montevideo",19500,$,N/A,1,1,20,https://http2.mlstatic.com/D_NQ_NP_2X_665097-MLU90661660681_082025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-907592492-cuarto-individual-con-bano-privado-_JM
Gurdamuebles. Depósito De Muebles.,"Jose Olmedo 4134, Perez Castellanos, Montevideo",2500,$,N/A,N/A,N/A,9,https://http2.mlstatic.com/D_NQ_NP_2X_997565-MLU83118879394_032025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-889068748-gurdamuebles-deposito-de-muebles-_JM
"A 2 De Anador, 4 De Rivera Y 6 De Mdeo. Shopping. Interesante! Tipo Casita En 3 Niveles, Sin G Comunes!!!","Francisco Anzani 1600, 11600 Montevideo, Departamento De Montevideo, Uruguay, Buceo, Montevideo",35000,$,3,2,2,60,https://http2.mlstatic.com/D_NQ_NP_2X_956568-MLU95520879920_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-907556694-a-2-de-anador-4-de-rivera-y-6-de-mdeo-shopping-interesante-tipo-casita-en-3-niveles-sin-g-comunes-_JM
"(ref 4.240) Se Alquila Monoambiente En El Centro, Próximo A Plaza Independencia","Colonia Y Florida, Centro, Montevideo",15000,$,1,1,1,1,https://http2.mlstatic.com/D_NQ_NP_2X_706147-MLU89508652980_082025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-935702658-ref-4240-se-alquila-monoambiente-en-el-centro-proximo-a-plaza-independencia-_JM
Avenida 18 De Julio Esquina Minas Cómodo Apartamento Cerca De Todo,"Avenida 18 De Julio & Minas, Cordón, Montevideo",16000,$,1,1,1,26,https://http2.mlstatic.com/D_NQ_NP_2X_892336-MLU87016916920_072025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-915977732-avenida-18-de-julio-esquina-minas-comodo-apartamento-cerca-de-todo-_JM
Residencia Estudiantil Femenina Habitación Individual,"Minas SN, Cordón, Montevideo",13500,$,N/A,3,3,90,https://http2.mlstatic.com/D_NQ_NP_2X_789905-MLU94775046458_102025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-925846440-residencia-estudiantil-femenina-habitacion-individual-_JM
"Dueño Alquila, Carrasco Sur.","Mones Roses, Montevideo, Carrasco, Montevideo",63000,$,3,2,2,110,https://http2.mlstatic.com/D_NQ_NP_2X_758772-MLU82298129260_022025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-926252562-dueno-alquila-carrasco-sur-_JM
A Estrenar!!! Hermosa Residencia Estudiantil. Excelente Ubicacion!!,"Andes 1334, Montevideo, Centro, Montevideo",10000,$,N/A,3,3,400,https://http2.mlstatic.com/D_NQ_NP_2X_734706-MLU83566973405_042025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-915929148-a-estrenar-hermosa-residencia-estudiantil-excelente-ubicacion-_JM
Alquiler Casa 3 Dormitorios Parque Miramar Jardin Parrillero Amenities Seguridad Almadia,"Parque Miramar, Canelones",1500,US$,3,2,2,99,https://http2.mlstatic.com/D_NQ_NP_2X_719605-MLU88853933988_082025-E.webp,MercadoLibre,https://casa.mercadolibre.com.uy/MLU-804363662-alquiler-casa-3-dormitorios-parque-miramar-jardin-parrillero-amenities-seguridad-almadia-_JM
"Alquiler De Habitacion Individual. Residencia Para Estudiantes Y Trabajadores. Centro Smart Coliving. Vive Donde Todo Sucede! Un Lugar Moderno, Elegante, Inteligente. Veni A Descubrir Tu Nuevo Hogar!","Av. Uruguay 807, Montevideo, Centro, Montevideo",16000,$,N/A,10,10,1,https://http2.mlstatic.com/D_NQ_NP_2X_669459-MLU91598917257_092025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-907607266-alquiler-de-habitacion-individual-residencia-para-estudiantes-y-trabajadores-centro-smart-coliving-vive-donde-todo-sucede-un-lugar-moderno-elegante-inteligente-veni-a-descubrir-tu-nuevo-hogar-_JM
Habitaciones Compartidas. Alquileres. Residencia Estudiantes,"Andes 1268, Centro, Montevideo",8000,$,N/A,5,5,370,https://http2.mlstatic.com/D_NQ_NP_2X_872274-MLU72916366279_112023-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-912928618-habitaciones-compartidas-alquileres-residencia-estudiantes-_JM
"Impecable,  1 Cuadra De Playa !! B Blanco Y Av Brasil --4to Piso, 1 Dormitorio,    Cocina Definida Al Frente,  Living Comedor  Al Frente,  Baño Completo Tza C/ Inst Lavarropa, Si Mascotas","Blvr. Juan Benito Blanco 933, Montevideo, Pocitos, Montevideo",28500,$,1,1,1,40,https://http2.mlstatic.com/D_NQ_NP_2X_911271-MLU93832067229_092025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-914243302-impecable-1-cuadra-de-playa-b-blanco-y-av-brasil-4to-piso-1-dormitorio-cocina-definida-al-frente-living-comedor-al-frente-bano-completo-tza-c-inst-lavarropa-si-mascotas-_JM
Dueño Alquila Local Comercial Paso Molino. Ideal Comercio U Oficina,"Avenida Agraciada 4129, Paso Molino, Montevideo",14000,$,N/A,N/A,N/A,12,https://http2.mlstatic.com/D_NQ_NP_2X_824395-MLU91055640524_092025-E.webp,MercadoLibre,https://inmueble.mercadolibre.com.uy/MLU-935745954-dueno-alquila-local-comercial-paso-molino-ideal-comercio-u-oficina-_JM
Apartamento Excelente Ubicación Con Garaje Opcional De  1 Dormitorio  Con Ascensor Muy Buen Estado..,"Atlántida, Canelones",20000,$,1,1,1,60,https://http2.mlstatic.com/D_NQ_NP_2X_679476-MLU87390068184_072025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-912814624-apartamento-excelente-ubicacion-con-garaje-opcional-de-1-dormitorio-con-ascensor-muy-buen-estado-_JM
Apartamento En Alquiler Planta Baja Mas Subsuelo Con 1  Dormitorio Cordón // Parque Rodo,"Montevideo, Cordón",26000,$,1,1,1,40,https://http2.mlstatic.com/D_NQ_NP_2X_689746-MLU93928590542_102025-E.webp,MercadoLibre,https://apartamento.mercadolibre.com.uy/MLU-911692096-apartamento-en-alquiler-planta-baja-mas-subsuelo-con-1-dormitorio-cordon-parque-rodo-_JM
